"indicator","subtopic","short.description","population","year","group","female","female.low.CI","female.high.CI","male","male.low.CI","male.high.CI","total","total.low.CI","total.high.CI","estimated.number","estimated.number.low.CI","estimated.number.high.CI"
"ind_79","Sun protective behaviours (and skin checks)","Hat","adults",2014,"Asian",45.3,28.3,63.1,38.5,23.7,54.9,42,28.8,56,193000,132000,257000
"ind_79","Sun protective behaviours (and skin checks)","Hat","adults",2014,"European/Other",53.1,48.5,57.6,62.9,57.6,67.9,57.8,54.3,61.3,1582000,1485000,1677000
"ind_79","Sun protective behaviours (and skin checks)","Hat","adults",2016,"Least (1-3)",65.4,59.1,71.3,67.7,60.8,74.1,66.5,61.6,71.1,774000,717000,828000
"ind_79","Sun protective behaviours (and skin checks)","Hat","adults",2016,"Mid (4-7)",58.5,53.2,63.6,66.8,60.6,72.7,62.5,58.4,66.4,1024000,958000,1089000
"ind_79","Sun protective behaviours (and skin checks)","Hat","adults",2016,"Most (8-10)",51.8,46.2,57.3,55.1,48.6,61.4,53.5,49.3,57.6,519000,478000,559000
"ind_79","Sun protective behaviours (and skin checks)","Hat","adults",2016,"Total",59,55.7,62.2,63.9,60.3,67.5,61.4,58.9,63.8,2317000,2224000,2408000
"ind_79","Sun protective behaviours (and skin checks)","Hat","adults",2016,"15-24",55.2,45.3,64.8,51.9,41.9,61.9,53.5,47,60,358000,314000,402000
"ind_79","Sun protective behaviours (and skin checks)","Hat","adults",2016,"25-44",52.8,47.4,58.3,62.8,56.4,68.9,57.7,53.6,61.7,705000,656000,754000
"ind_79","Sun protective behaviours (and skin checks)","Hat","adults",2016,"45-64",64.4,59.1,69.6,67.1,61.6,72.3,65.7,61.8,69.4,786000,739000,831000
"ind_79","Sun protective behaviours (and skin checks)","Hat","adults",2016,"65+",63.7,57.4,69.6,73.1,66.3,79.2,68.3,63.8,72.6,467000,436000,497000
"ind_79","Sun protective behaviours (and skin checks)","Hat","adults",2016,"Very fair or fair",61.6,56.7,66.4,67.2,61,73.1,64.2,60.5,67.8,909000,856000,960000
"ind_79","Sun protective behaviours (and skin checks)","Hat","adults",2016,"Medium",64.4,58.8,69.7,64.7,58.1,71,64.5,60.3,68.7,742000,692000,789000
"ind_79","Sun protective behaviours (and skin checks)","Hat","adults",2016,"Olive",52.6,45.6,59.4,58.5,51.3,65.4,55.4,50.5,60.3,481000,438000,523000
"ind_79","Sun protective behaviours (and skin checks)","Hat","adults",2016,"Dark, very dark or black",42.9,31.9,54.5,62.9,54.1,71.2,55.4,48.1,62.5,185000,161000,209000
"ind_79","Sun protective behaviours (and skin checks)","Hat","adults",2016,"Maori",54.1,46.9,61.2,57.1,49.6,64.3,55.5,50.4,60.5,276000,250000,301000
"ind_79","Sun protective behaviours (and skin checks)","Hat","adults",2016,"Pacific",49.7,41.6,57.7,56.1,45.7,66.1,53,46.8,59.2,135000,119000,150000
"ind_79","Sun protective behaviours (and skin checks)","Hat","adults",2016,"Asian",49.9,38.6,61.1,50.8,40,61.5,50.3,42.4,58.1,276000,233000,319000
"ind_79","Sun protective behaviours (and skin checks)","Hat","adults",2016,"European/Other",61.4,57.9,64.9,68,63.9,71.9,64.6,62,67.2,1851000,1775000,1924000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2012,"Least (1-3)",0.4,0.1,1.4,4.2,0.8,12,2.3,0.6,6.2,22000,5000,58000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2012,"Mid (4-7)",0.6,0.1,1.7,6.9,4.2,10.6,3.6,2.3,5.3,54000,34000,80000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2012,"Most (8-10)",0.4,0.1,1.1,10.4,6,16.4,5.2,3.1,8.3,55000,32000,87000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2012,"Total",0.5,0.2,1,7.2,5,10,3.7,2.7,5.1,131000,95000,179000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2012,"15-24",0,0,5.5,6,1.7,14.7,3.1,0.9,7.6,19000,5000,47000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2012,"25-44",0.2,0,0.8,6.7,2.8,13.1,3.3,1.5,6.4,38000,17000,73000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2012,"45-64",0.8,0.2,2,7.2,4.2,11.3,3.7,2.3,5.7,42000,26000,63000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2012,"65+",1.1,0.2,3.3,9.3,5.2,15,5.2,3,8.2,32000,19000,51000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2012,"Non-problem gambler",0.5,0.2,1.2,8.6,5.6,12.4,4.3,2.9,6.1,97000,65000,139000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2012,"Low-risk gambler",2.5,0,13.8,35.8,15.7,60.4,21.1,9.7,37.2,20000,9000,35000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2012,"Moderate-risk or problem gambler",NA,NA,NA,NA,NA,NA,29.2,10.4,55.3,13000,5000,25000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2012,"Maori",0.3,0.1,0.9,5.5,2.1,11.3,2.8,1.1,5.5,13000,5000,25000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2012,"Pacific",1,0.2,2.9,11.1,5.4,19.8,5.9,3.1,10.1,12000,6000,20000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2012,"Asian",0,0,6.7,6.9,0.8,23,3.2,0.4,11.1,13000,2000,44000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2012,"European/Other",0.5,0.2,1.1,7,4.6,10.1,3.6,2.4,5.1,98000,66000,139000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2014,"Least (1-3)",1.3,0.2,4.1,1.7,0.4,4.7,1.5,0.5,3.2,17000,6000,37000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2014,"Mid (4-7)",0.5,0.1,1.7,2.6,1,5.7,1.6,0.7,3.1,24000,10000,48000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2014,"Most (8-10)",0.1,0,0.5,7.4,3,14.6,3.4,1.4,6.9,30000,12000,61000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2014,"Total",0.7,0.2,1.5,3.4,1.9,5.5,2,1.3,3.1,72000,46000,112000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2014,"15-24",0,0,6.1,3.6,0.4,13.3,1.9,0.2,7,12000,1000,45000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2014,"25-44",0.7,0,3.8,2.6,0.4,8.4,1.6,0.4,4.4,19000,4000,51000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2014,"45-64",1.2,0.4,3,1.8,0.9,3.3,1.5,0.8,2.5,16000,9000,28000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2014,"65+",0.4,0.1,1.3,7.2,3.6,12.7,3.6,1.9,6.2,25000,13000,44000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2014,"Non-problem gambler",0.7,0.2,2,3.7,2.1,6.1,2.1,1.3,3.3,51000,30000,79000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2014,"Low-risk gambler",7.3,0.8,24.5,5,1.1,13.7,6.1,1.9,14.1,6000,2000,15000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2014,"Moderate-risk or problem gambler",NA,NA,NA,NA,NA,NA,23.1,2.9,61.6,15000,2000,41000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2014,"Maori",0.7,0.1,2.7,1.9,0.8,3.8,1.3,0.6,2.4,6000,3000,11000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2014,"Pacific",0.3,0,1.6,2.6,0.8,6.2,1.4,0.5,3.2,3000,1000,7000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2014,"Asian",0,0,7.2,2.2,0,12.4,1.1,0,6.1,5000,0,28000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2014,"European/Other",0.7,0.2,1.9,3.6,1.9,6.3,2.1,1.2,3.5,58000,33000,95000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2016,"Least (1-3)",0.8,0.2,2.3,6.2,3.4,10.4,3.4,2,5.4,40000,23000,63000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2016,"Mid (4-7)",1,0.4,2,6.2,4,9.1,3.5,2.3,4.9,57000,38000,81000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2016,"Most (8-10)",0.9,0.3,2,6.9,4.7,9.7,4,2.8,5.5,38000,27000,54000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2016,"Total",0.9,0.5,1.5,6.4,4.9,8.1,3.6,2.9,4.5,135000,108000,169000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2016,"15-24",0.8,0,3.6,4.6,1.6,10.2,2.8,1.1,5.8,19000,7000,39000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2016,"25-44",0.4,0.1,1.6,5.9,3.4,9.3,3.1,1.9,4.8,38000,23000,59000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2016,"45-64",1,0.4,2,7.4,5,10.7,4,2.8,5.6,48000,33000,67000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2016,"65+",1.7,0.7,3.4,7.3,4.2,11.8,4.5,2.8,6.8,31000,19000,46000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2016,"Non-problem gambler",1,0.5,1.8,7.1,5.2,9.5,4,3,5.2,99000,75000,129000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2016,"Low-risk gambler",2.5,0.4,8.3,26.8,12.9,45.3,15.5,7.5,27,20000,9000,34000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2016,"Moderate-risk or problem gambler",18.5,1.3,58.8,32.8,15.8,53.8,28.1,15.1,44.6,16000,9000,26000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2016,"Maori",1.3,0.6,2.4,7,4.1,10.9,4,2.5,5.9,20000,13000,29000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2016,"Pacific",0.1,0,0.5,8.7,4,16,4.5,2.1,8.3,12000,5000,21000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2016,"Asian",0,0,3.2,4.5,1.1,11.8,2.2,0.6,5.8,12000,3000,32000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2016,"European/Other",1,0.6,1.8,6.6,4.9,8.6,3.7,2.9,4.8,107000,82000,137000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2018,"Least (1-3)",0.2,0,0.7,5.7,1.8,13.1,2.9,1,6.6,37000,12000,83000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2018,"Mid (4-7)",2.5,0.8,5.5,7.4,4.3,11.6,4.8,3,7.3,75000,46000,114000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2018,"Most (8-10)",1.2,0.3,2.9,5.9,3.1,10,3.5,2,5.6,39000,23000,62000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2018,"Total",1.4,0.6,2.6,6.4,4.3,9,3.8,2.8,5.2,150000,109000,206000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2018,"15-24",1.9,0.2,6.8,4.2,0.3,17.2,3.1,0.5,9.4,21000,4000,63000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2018,"25-44",0.8,0.2,2.3,8.5,4.8,13.8,4.6,2.8,7.2,60000,36000,94000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2018,"45-64",1.4,0.2,4.5,3.3,1.5,6.3,2.3,1.1,4.2,28000,14000,50000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2018,"65+",1.7,0.7,3.6,9.2,5.4,14.4,5.3,3.3,8,41000,26000,62000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2018,"Non-problem gambler",2.1,0.9,4,5.7,3.6,8.5,3.8,2.5,5.3,91000,62000,130000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2018,"Low-risk gambler",1.3,0,7.4,46.9,16.3,79.4,32.6,13.6,57.1,46000,19000,81000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2018,"Moderate-risk or problem gambler",NA,NA,NA,21.2,5,49.1,16.3,5.2,34.8,12000,4000,26000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2018,"Maori",2.1,0.5,5.6,8.5,4.3,14.7,5.1,2.9,8.3,27000,15000,43000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2018,"Pacific",0.5,0.1,1.4,4.1,1.8,7.9,2.3,1.1,4.3,6000,3000,11000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2018,"Asian",0,0,6.8,4.8,0.3,19.7,2.3,0.2,9.9,14000,1000,60000
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2018,"European/Other",1.7,0.8,3.2,7.2,4.6,10.5,4.4,3,6.2,130000,89000,183000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2012,"Least (1-3)",46.2,37.7,54.9,46.6,37,56.3,46.4,38.8,54.1,440000,368000,513000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2012,"Mid (4-7)",39.8,33.6,46.2,46.2,39.7,52.8,42.8,37.7,48.1,642000,565000,721000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2012,"Most (8-10)",41.5,34.7,48.6,41.7,34.6,49.1,41.6,36.1,47.4,437000,379000,498000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2012,"Total",42,38,46.1,45,40.7,49.3,43.4,40.1,46.8,1519000,1404000,1637000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2012,"15-24",34.1,24.8,44.5,34.9,23.6,47.5,34.5,26.6,43.1,215000,165000,268000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2012,"25-44",43.1,37.2,49.2,47.9,40,55.8,45.4,40.2,50.6,519000,460000,580000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2012,"45-64",44.1,37.1,51.2,48.4,40.9,56,46.1,40.7,51.6,511000,451000,572000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2012,"65+",43.7,35.7,52.1,44.4,36.4,52.5,44,38.2,50,274000,238000,312000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2012,"Very fair or fair",44,37.4,50.7,46.5,39.4,53.6,45.1,39.7,50.5,594000,524000,666000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2012,"Medium",41.3,34.6,48.2,48.9,41.5,56.4,45.2,40.1,50.4,476000,422000,531000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2012,"Olive",40,33.1,47.2,43.1,33.2,53.5,41.5,35.2,48,289000,245000,334000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2012,"Dark, very dark or black",41,29.9,52.7,34.9,25.6,45.2,37.6,30.3,45.3,158000,127000,190000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2012,"Maori",33.5,27.2,40.3,40.9,33.3,49,37,31.8,42.5,169000,145000,194000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2012,"Pacific",40,27.2,53.8,35.1,26.1,45,37.6,29.3,46.5,76000,59000,94000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2012,"Asian",36.2,23.7,50.2,35.7,19.1,55.2,35.9,25.5,47.5,143000,101000,189000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2012,"European/Other",43.8,39.3,48.4,47.8,42.8,52.8,45.7,42,49.5,1241000,1139000,1344000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2014,"Least (1-3)",44.5,37,52.1,43.4,35.7,51.5,44,38.3,49.7,503000,439000,568000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2014,"Mid (4-7)",41.8,36.2,47.5,44.4,37.4,51.7,43.1,38.2,48.1,671000,594000,749000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2014,"Most (8-10)",37,30.9,43.4,38.5,30.6,46.9,37.7,32.6,43,333000,288000,380000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2014,"Total",41.5,37.8,45.2,42.8,38.5,47.2,42.1,39.2,45.1,1517000,1411000,1624000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2014,"15-24",29.1,19.4,40.5,27.8,17,40.8,28.4,20.9,37,184000,135000,239000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2014,"25-44",44.1,38.6,49.6,42.2,34.5,50.1,43.2,38.6,47.8,501000,449000,555000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2014,"45-64",45.4,38.5,52.4,51.3,44,58.5,48.2,43,53.5,527000,470000,585000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2014,"65+",41.8,34.5,49.3,45.5,36.8,54.4,43.5,37.2,49.9,304000,261000,349000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2014,"Very fair or fair",45.2,38.9,51.7,47.2,39,55.6,46.1,41,51.2,602000,536000,670000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2014,"Medium",39,33.2,45,42,34.5,49.8,40.5,35.6,45.5,480000,422000,540000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2014,"Olive",39.4,31.2,48,40.4,30.4,51,39.9,33.4,46.6,299000,251000,350000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2014,"Dark, very dark or black",38.6,25.8,52.7,35.8,26.2,46.4,37,29,45.5,123000,96000,151000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2014,"Maori",32.4,25.3,40.1,42.5,34.5,50.9,37.2,31.9,42.7,175000,150000,201000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2014,"Pacific",22.9,15.8,31.4,24.1,15.6,34.5,23.5,17.6,30.3,52000,39000,68000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2014,"Asian",37,26,49.1,27.3,15.3,42.4,32.3,23.4,42.2,148000,107000,193000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2014,"European/Other",44.3,39.9,48.8,46.6,41.6,51.7,45.4,41.9,48.9,1242000,1147000,1339000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2016,"Least (1-3)",47.6,41.2,54,46.7,40.5,53,47.2,42.5,51.8,549000,495000,603000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2016,"Mid (4-7)",46,41.5,50.6,44.2,38.7,49.7,45.1,41.3,49,740000,677000,803000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2016,"Most (8-10)",46.4,41.4,51.5,38.5,31.9,45.3,42.4,38.1,46.7,411000,370000,453000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2016,"Total",46.6,43.6,49.6,43.4,40.1,46.7,45,42.7,47.4,1699000,1612000,1787000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2016,"15-24",32.1,23.7,41.5,24.5,16.7,33.7,28.2,22.3,34.7,189000,149000,232000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2016,"25-44",50.7,45.5,55.9,46.2,40,52.4,48.5,44.3,52.7,593000,542000,644000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2016,"45-64",53.4,48.3,58.6,47.9,42.3,53.5,50.8,47,54.7,609000,563000,654000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2016,"65+",40.1,34.1,46.3,50.6,43.6,57.5,45.2,40.5,50,309000,277000,342000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2016,"Very fair or fair",52.4,47.8,57,52.5,46.3,58.6,52.5,48.6,56.3,742000,688000,796000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2016,"Medium",45.1,39.6,50.8,42.2,36.4,48.1,43.7,39.7,47.8,502000,456000,549000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2016,"Olive",42.7,36,49.5,36.9,29.9,44.4,39.9,35,45,346000,303000,390000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2016,"Dark, very dark or black",33.9,25.1,43.6,31.8,22.8,41.9,32.6,25.8,40,109000,86000,134000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2016,"Maori",38.6,32.9,44.5,32.3,24.4,41,35.6,30.6,40.8,177000,152000,203000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2016,"Pacific",34.3,27.1,42.1,29.7,21.5,39.1,32,26.3,38,81000,67000,96000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2016,"Asian",42.2,33.3,51.4,41.3,31.5,51.6,41.8,35,48.8,229000,192000,268000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2016,"European/Other",49.2,45.8,52.7,45.9,42.2,49.6,47.6,45,50.2,1362000,1288000,1438000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2012,"Least (1-3)",39.8,31.5,48.6,38.6,28.7,49.2,39.2,31.5,47.3,372000,299000,449000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2012,"Mid (4-7)",32.1,25.3,39.4,29.3,23,36.2,30.7,25.2,36.7,461000,378000,550000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2012,"Most (8-10)",30.3,23.1,38.3,32.8,25.4,40.8,31.5,25.8,37.7,331000,271000,396000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2012,"Total",33.6,29.4,38,32.9,28.6,37.5,33.3,29.8,36.9,1164000,1043000,1291000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2012,"15-24",40.7,28.9,53.4,36.6,27.3,46.7,38.6,31,46.7,240000,193000,290000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2012,"25-44",34.9,29.4,40.6,37.2,29.6,45.2,36,30.8,41.4,412000,353000,474000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2012,"45-64",33.2,26.8,40.1,33.4,25.9,41.5,33.3,28.1,38.7,369000,312000,429000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2012,"65+",24.9,17.3,33.8,20.9,14.8,28.3,22.9,17.9,28.7,143000,111000,179000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2012,"Very fair or fair",36.3,29.8,43.3,36.8,29.4,44.6,36.5,31.1,42.2,482000,411000,557000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2012,"Medium",33.9,27.1,41.2,32.1,25.1,39.7,33,27.8,38.5,347000,293000,405000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2012,"Olive",29.6,21.9,38.2,31.8,22.8,41.9,30.6,24.1,37.8,213000,168000,263000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2012,"Dark, very dark or black",29.7,21,39.5,27.4,18.6,37.8,28.4,21.8,35.8,119000,92000,150000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2012,"Maori",31.7,24.7,39.5,30.7,23.3,38.9,31.2,25.5,37.4,142000,116000,170000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2012,"Pacific",26.8,16.9,38.7,22.6,14,33.4,24.8,18.2,32.4,50000,37000,66000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2012,"Asian",28.4,17.7,41.3,38.9,20.5,60.1,33.4,22.5,45.6,133000,90000,181000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2012,"European/Other",34.8,30,39.9,33.2,28.4,38.3,34.1,30.2,38,924000,821000,1033000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2014,"Least (1-3)",29.4,20.5,39.6,19.3,13,26.9,24.4,18.5,31.1,279000,212000,356000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2014,"Mid (4-7)",26.3,21.3,31.7,28.7,22.6,35.4,27.5,23.2,32.1,428000,361000,499000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2014,"Most (8-10)",26.6,21,32.8,25.1,17.8,33.7,25.9,21.1,31.2,229000,186000,276000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2014,"Total",27.2,23.5,31.1,24.8,20.9,29.1,26,23.2,29.1,938000,836000,1046000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2014,"15-24",25.1,14.9,38,32.5,20.8,46,28.9,21.4,37.4,187000,138000,241000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2014,"25-44",32,26.7,37.8,26.5,20.4,33.4,29.4,25,34.1,341000,290000,396000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2014,"45-64",29,22.9,35.8,23.6,17,31.2,26.4,21.5,31.8,289000,235000,347000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2014,"65+",18.3,10.4,28.6,16.2,10.4,23.4,17.3,12.1,23.6,121000,84000,165000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2014,"Very fair or fair",26.2,20.7,32.2,29.5,22.2,37.6,27.6,22.8,32.7,361000,299000,428000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2014,"Medium",27.8,21.5,34.8,21.2,15,28.6,24.6,20,29.7,292000,237000,352000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2014,"Olive",27.2,19.2,36.5,23.9,15.3,34.6,25.6,19.6,32.3,192000,147000,243000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2014,"Dark, very dark or black",30.2,19.2,43.3,22.6,14,33.1,25.7,18.8,33.6,85000,62000,112000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2014,"Maori",33.2,25.3,41.8,22.3,15.1,30.9,28,22.6,34,132000,106000,160000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2014,"Pacific",22.9,14.1,33.9,21.2,11.5,33.9,22,15.2,30.3,49000,34000,68000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2014,"Asian",32.5,23,43.1,30.4,18.6,44.4,31.4,23.8,39.9,144000,109000,183000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2014,"European/Other",26.1,21.8,30.6,24.9,20.3,30,25.5,22.2,29,698000,607000,794000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2016,"Least (1-3)",39.5,33.4,45.9,31.9,25.3,39.2,35.9,31,41,418000,361000,477000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2016,"Mid (4-7)",35.7,30,41.8,34.2,28.7,40.1,35,30.6,39.6,574000,502000,649000
