"indicator","subtopic","short.description","population","group","percent.12","percent.14","percent.16","percent.18","p.value.18.12","p.value.18.14","p.value.18.16","p.value.16.12","p.value.16.14"
"ind_55","Current smoking","Smoker - current daily","adults","Asian",6.9,9.1,8.9,5.8,0.8,0.4,0.4,NA,NA
"ind_55","Current smoking","Smoker - current daily","adults","European/Other",12.5,13.4,12.8,12.6,1,0.7,0.9,NA,NA
"ind_55","Current smoking","Smoker - current daily","adults","Least (1-3)",9.2,8.1,8.9,5.9,0.1,0.3,0.2,NA,NA
"ind_55","Current smoking","Smoker - current daily","adults","Mid (4-7)",14.7,13.6,12.8,12.7,0.4,0.7,1,NA,NA
"ind_55","Current smoking","Smoker - current daily","adults","Most (8-10)",20.7,28.6,22.3,21.2,0.9,0,0.7,NA,NA
"ind_56","Vaping / e-cigarettes","Ever tried an e-cigarette","adults","Total",NA,13,17.1,22.6,NA,0,0,NA,NA
"ind_56","Vaping / e-cigarettes","Ever tried an e-cigarette","adults","Men",NA,13.7,20.4,26.7,NA,0,0,NA,NA
"ind_56","Vaping / e-cigarettes","Ever tried an e-cigarette","adults","Women",NA,12.3,13.9,18.7,NA,0,0,NA,NA
"ind_56","Vaping / e-cigarettes","Ever tried an e-cigarette","adults","15-24",NA,23.2,30.3,46,NA,0,0,NA,NA
"ind_56","Vaping / e-cigarettes","Ever tried an e-cigarette","adults","25-44",NA,17.7,23.2,29.4,NA,0,0,NA,NA
"ind_56","Vaping / e-cigarettes","Ever tried an e-cigarette","adults","45-64",NA,8.2,11.2,12.5,NA,0,0.5,NA,NA
"ind_56","Vaping / e-cigarettes","Ever tried an e-cigarette","adults","65+",NA,3,3.6,6,NA,0.1,0.1,NA,NA
"ind_56","Vaping / e-cigarettes","Ever tried an e-cigarette","adults","Maori",NA,24.6,36.1,47.1,NA,0,0,NA,NA
"ind_56","Vaping / e-cigarettes","Ever tried an e-cigarette","adults","Pacific",NA,17.3,21.5,25.8,NA,0.1,0.3,NA,NA
"ind_56","Vaping / e-cigarettes","Ever tried an e-cigarette","adults","Asian",NA,4,12.3,12.4,NA,0,1,NA,NA
"ind_56","Vaping / e-cigarettes","Ever tried an e-cigarette","adults","European/Other",NA,13.3,16.6,23.5,NA,0,0,NA,NA
"ind_56","Vaping / e-cigarettes","Ever tried an e-cigarette","adults","Least (1-3)",NA,8.1,13.4,15,NA,0,0.6,NA,NA
"ind_56","Vaping / e-cigarettes","Ever tried an e-cigarette","adults","Mid (4-7)",NA,14.3,14.7,24.6,NA,0,0,NA,NA
"ind_56","Vaping / e-cigarettes","Ever tried an e-cigarette","adults","Most (8-10)",NA,17.1,25.4,29,NA,0,0.3,NA,NA
"ind_57","Vaping / e-cigarettes","Current e-cigarette users in the population","adults","Total",NA,0.8,1.7,4.3,NA,0,0,NA,NA
"ind_57","Vaping / e-cigarettes","Current e-cigarette users in the population","adults","Men",NA,0.6,2,5.2,NA,0,0,NA,NA
"ind_57","Vaping / e-cigarettes","Current e-cigarette users in the population","adults","Women",NA,1,1.5,3.6,NA,0,0,NA,NA
"ind_57","Vaping / e-cigarettes","Current e-cigarette users in the population","adults","15-24",NA,0.1,2.2,7.3,NA,0,0,NA,NA
"ind_57","Vaping / e-cigarettes","Current e-cigarette users in the population","adults","25-44",NA,1.3,2.4,5.9,NA,0,0,NA,NA
"ind_57","Vaping / e-cigarettes","Current e-cigarette users in the population","adults","45-64",NA,0.8,1.4,3.3,NA,0,0,NA,NA
"ind_57","Vaping / e-cigarettes","Current e-cigarette users in the population","adults","65+",NA,0.5,0.9,0.7,NA,0.6,0.9,NA,NA
"ind_57","Vaping / e-cigarettes","Current e-cigarette users in the population","adults","Maori",NA,1.2,2.9,8.1,NA,0,0,NA,NA
"ind_57","Vaping / e-cigarettes","Current e-cigarette users in the population","adults","Pacific",NA,0.6,4.3,5.9,NA,0,0.6,NA,NA
"ind_57","Vaping / e-cigarettes","Current e-cigarette users in the population","adults","Asian",NA,0.8,1.3,1.9,NA,0.5,0.7,NA,NA
"ind_57","Vaping / e-cigarettes","Current e-cigarette users in the population","adults","European/Other",NA,0.7,1.6,4.6,NA,0,0,NA,NA
"ind_57","Vaping / e-cigarettes","Current e-cigarette users in the population","adults","Least (1-3)",NA,0.7,1.4,2.5,NA,0.1,0.4,NA,NA
"ind_57","Vaping / e-cigarettes","Current e-cigarette users in the population","adults","Mid (4-7)",NA,1,1.5,4.6,NA,0,0,NA,NA
"ind_57","Vaping / e-cigarettes","Current e-cigarette users in the population","adults","Most (8-10)",NA,0.7,2.5,6.2,NA,0,0,NA,NA
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried e-cigarettes","Total",NA,3.4,5.9,14.3,NA,0,0,NA,NA
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried e-cigarettes","Men",NA,3.1,5.8,17.3,NA,0,0,NA,NA
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried e-cigarettes","Women",NA,3.6,6,10.3,NA,0,0.2,NA,NA
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried e-cigarettes","15-24",NA,0,2.1,10.4,NA,0,0.1,NA,NA
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried e-cigarettes","25-44",NA,5.2,6.5,15.4,NA,0,0.1,NA,NA
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried e-cigarettes","45-64",NA,5,7,22.7,NA,0,0,NA,NA
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried e-cigarettes","65+",NA,NA,24.2,5.6,NA,NA,0.2,NA,NA
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried e-cigarettes","Maori",NA,2.6,3.8,10.3,NA,0,0.1,NA,NA
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried e-cigarettes","Pacific",NA,1.1,5.6,21.8,NA,0,0.1,NA,NA
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried e-cigarettes","Asian",NA,NA,10.8,15.5,NA,NA,0.7,NA,NA
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried e-cigarettes","European/Other",NA,2.5,5.8,14.2,NA,0,0,NA,NA
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried e-cigarettes","Least (1-3)",NA,5.1,6.1,13.7,NA,0.2,0.3,NA,NA
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried e-cigarettes","Mid (4-7)",NA,3.7,6.4,14.1,NA,0,0.1,NA,NA
"ind_58","Vaping / e-cigarettes","Use at least daily (of those who have tried vaping)","adults who have tried e-cigarettes","Most (8-10)",NA,1.8,5.1,15,NA,0,0,NA,NA
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried e-cigarettes","Total",NA,4.5,8.5,17.4,NA,0,0,NA,NA
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried e-cigarettes","Men",NA,4.3,8.2,18.2,NA,0,0,NA,NA
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried e-cigarettes","Women",NA,4.7,9,16.3,NA,0,0.1,NA,NA
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried e-cigarettes","15-24",NA,0.2,5.2,13.7,NA,0,0.1,NA,NA
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried e-cigarettes","25-44",NA,5.8,9.4,18.6,NA,0,0.1,NA,NA
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried e-cigarettes","45-64",NA,7.3,8.8,25.7,NA,0,0,NA,NA
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried e-cigarettes","65+",NA,NA,24.2,6.5,NA,NA,0.2,NA,NA
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried e-cigarettes","Maori",NA,4.2,7.3,13.8,NA,0,0.1,NA,NA
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried e-cigarettes","Pacific",NA,2.1,9.3,22.5,NA,0,0.2,NA,NA
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried e-cigarettes","Asian",NA,NA,10.8,15.5,NA,NA,0.7,NA,NA
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried e-cigarettes","European/Other",NA,3.6,8.5,17.5,NA,0,0,NA,NA
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried e-cigarettes","Least (1-3)",NA,5.1,7.6,14.5,NA,0.2,0.4,NA,NA
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried e-cigarettes","Mid (4-7)",NA,4.8,8.3,17.1,NA,0,0,NA,NA
"ind_59","Vaping / e-cigarettes","Use at least once a week (of those who have tried vaping)","adults who have tried e-cigarettes","Most (8-10)",NA,3.7,9.3,19.6,NA,0,0,NA,NA
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults","Total",20.5,16.9,15.7,14.2,0,0,0.2,NA,NA
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults","Men",23.8,19.6,16,16,0,0.1,1,NA,NA
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults","Women",17.5,14.4,15.4,12.5,0,0.2,0,NA,NA
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults","15-24",5,3.4,1.3,1.8,0.1,0.5,0.7,NA,NA
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults","25-44",16.2,12.1,10.4,7.9,0,0.1,0.1,NA,NA
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults","45-64",29.4,25.5,23.2,20.4,0,0.1,0.3,NA,NA
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults","65+",27.9,24,26.1,25.9,0.6,0.5,1,NA,NA
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults","Maori",22.1,15.9,17.1,14.9,0,0.7,0.3,NA,NA
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults","Pacific",21.2,13.8,16.3,15.4,0.1,0.6,0.8,NA,NA
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults","Asian",13.2,8.6,7,8,0.3,0.9,0.8,NA,NA
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults","European/Other",20.3,18.5,16.9,15.1,0,0,0.2,NA,NA
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults","Least (1-3)",21.9,17.3,12.1,11.4,0,0,0.8,NA,NA
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults","Mid (4-7)",20.9,16.4,16.7,14.7,0,0.5,0.3,NA,NA
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults","Most (8-10)",18.7,17.6,18.2,16.5,0.3,0.7,0.4,NA,NA
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults","Non-problem gambler",28.8,23.1,21.5,21.1,0,0.3,0.8,NA,NA
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults","Low-risk gambler",44.8,38.2,32.7,22.1,0,0.1,0.2,NA,NA
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults","Moderate-risk or problem gambler",39.7,35.8,36.2,20,0.1,0.3,0.2,NA,NA
"ind_60","Vaping / e-cigarettes","Use vaping/e-cigarettes to stop smoking completely (only current users)","adults who have tried e-cigarettes","Total",NA,54.9,49.3,43.1,NA,0.4,0.6,NA,NA
"ind_60","Vaping / e-cigarettes","Use vaping/e-cigarettes to stop smoking completely (only current users)","adults who have tried e-cigarettes","Men",NA,NA,61,44.3,NA,NA,0.3,NA,NA
"ind_60","Vaping / e-cigarettes","Use vaping/e-cigarettes to stop smoking completely (only current users)","adults who have tried e-cigarettes","Women",NA,NA,34.3,41.5,NA,NA,0.6,NA,NA
"ind_60","Vaping / e-cigarettes","Use vaping/e-cigarettes to stop smoking completely (only current users)","adults who have tried e-cigarettes","25-44",NA,NA,59.8,49.4,NA,NA,0.6,NA,NA
"ind_60","Vaping / e-cigarettes","Use vaping/e-cigarettes to stop smoking completely (only current users)","adults who have tried e-cigarettes","Maori",NA,NA,41.3,32.3,NA,NA,0.6,NA,NA
"ind_60","Vaping / e-cigarettes","Use vaping/e-cigarettes to stop smoking completely (only current users)","adults who have tried e-cigarettes","European/Other",NA,NA,39.4,43.9,NA,NA,0.7,NA,NA
"ind_60","Vaping / e-cigarettes","Use vaping/e-cigarettes to stop smoking completely (only current users)","adults who have tried e-cigarettes","Most (8-10)",NA,NA,34.5,37,NA,NA,0.9,NA,NA
"ind_61","Vaping / e-cigarettes","Use vaping/e-cigarettes to reduce the amount of tobacco smoked (only those who currently use)","adults who have tried e-cigarettes","Total",NA,23.4,29,21.8,NA,0.9,0.4,NA,NA
"ind_61","Vaping / e-cigarettes","Use vaping/e-cigarettes to reduce the amount of tobacco smoked (only those who currently use)","adults who have tried e-cigarettes","Men",NA,NA,37.7,18.7,NA,NA,0.2,NA,NA
"ind_61","Vaping / e-cigarettes","Use vaping/e-cigarettes to reduce the amount of tobacco smoked (only those who currently use)","adults who have tried e-cigarettes","Women",NA,NA,17.7,26.1,NA,NA,0.4,NA,NA
"ind_61","Vaping / e-cigarettes","Use vaping/e-cigarettes to reduce the amount of tobacco smoked (only those who currently use)","adults who have tried e-cigarettes","25-44",NA,NA,31.6,19.6,NA,NA,0.4,NA,NA
"ind_61","Vaping / e-cigarettes","Use vaping/e-cigarettes to reduce the amount of tobacco smoked (only those who currently use)","adults who have tried e-cigarettes","Maori",NA,NA,13.3,34.5,NA,NA,0.1,NA,NA
"ind_61","Vaping / e-cigarettes","Use vaping/e-cigarettes to reduce the amount of tobacco smoked (only those who currently use)","adults who have tried e-cigarettes","European/Other",NA,NA,38.7,18.8,NA,NA,0.1,NA,NA
"ind_61","Vaping / e-cigarettes","Use vaping/e-cigarettes to reduce the amount of tobacco smoked (only those who currently use)","adults who have tried e-cigarettes","Most (8-10)",NA,NA,20.5,28.4,NA,NA,0.6,NA,NA
"ind_63","Vaping / e-cigarettes","Agree that e-cigarettes are safer than tobacco","adults","Total",NA,NA,34.3,29.8,NA,NA,0,NA,NA
"ind_63","Vaping / e-cigarettes","Agree that e-cigarettes are safer than tobacco","adults","Men",NA,NA,37.5,33.9,NA,NA,0.2,NA,NA
"ind_63","Vaping / e-cigarettes","Agree that e-cigarettes are safer than tobacco","adults","Women",NA,NA,31.3,25.9,NA,NA,0,NA,NA
"ind_63","Vaping / e-cigarettes","Agree that e-cigarettes are safer than tobacco","adults","15-24",NA,NA,42.2,48.7,NA,NA,0.2,NA,NA
"ind_63","Vaping / e-cigarettes","Agree that e-cigarettes are safer than tobacco","adults","25-44",NA,NA,35.5,30.7,NA,NA,0.1,NA,NA
"ind_63","Vaping / e-cigarettes","Agree that e-cigarettes are safer than tobacco","adults","45-64",NA,NA,31.7,26.5,NA,NA,0.1,NA,NA
"ind_63","Vaping / e-cigarettes","Agree that e-cigarettes are safer than tobacco","adults","65+",NA,NA,29,16.7,NA,NA,0,NA,NA
"ind_63","Vaping / e-cigarettes","Agree that e-cigarettes are safer than tobacco","adults","Maori",NA,NA,32,32.6,NA,NA,0.9,NA,NA
"ind_63","Vaping / e-cigarettes","Agree that e-cigarettes are safer than tobacco","adults","Pacific",NA,NA,28.4,30.2,NA,NA,0.7,NA,NA
"ind_63","Vaping / e-cigarettes","Agree that e-cigarettes are safer than tobacco","adults","Asian",NA,NA,23.8,22.4,NA,NA,0.7,NA,NA
"ind_63","Vaping / e-cigarettes","Agree that e-cigarettes are safer than tobacco","adults","European/Other",NA,NA,37.2,31.9,NA,NA,0,NA,NA
"ind_63","Vaping / e-cigarettes","Agree that e-cigarettes are safer than tobacco","adults","Least (1-3)",NA,NA,37.5,33.2,NA,NA,0.2,NA,NA
"ind_63","Vaping / e-cigarettes","Agree that e-cigarettes are safer than tobacco","adults","Mid (4-7)",NA,NA,31.9,28.4,NA,NA,0.2,NA,NA
"ind_63","Vaping / e-cigarettes","Agree that e-cigarettes are safer than tobacco","adults","Most (8-10)",NA,NA,34.4,27.5,NA,NA,0,NA,NA
"ind_64","Vaping / e-cigarettes","Agree that e-cigarettes help people quit smoking","adults","Total",25.3,NA,39.6,42.8,0,NA,0.1,NA,NA
"ind_64","Vaping / e-cigarettes","Agree that e-cigarettes help people quit smoking","adults","Men",26.7,NA,42.7,44.5,0,NA,0.6,NA,NA
"ind_64","Vaping / e-cigarettes","Agree that e-cigarettes help people quit smoking","adults","Women",24,NA,36.6,41.2,0,NA,0,NA,NA
"ind_64","Vaping / e-cigarettes","Agree that e-cigarettes help people quit smoking","adults","15-24",29.5,NA,45.9,63.1,0,NA,0,NA,NA
"ind_64","Vaping / e-cigarettes","Agree that e-cigarettes help people quit smoking","adults","25-44",34.2,NA,44,45.5,0,NA,0.7,NA,NA
"ind_64","Vaping / e-cigarettes","Agree that e-cigarettes help people quit smoking","adults","45-64",20.6,NA,37.4,39.1,0,NA,0.6,NA,NA
"ind_64","Vaping / e-cigarettes","Agree that e-cigarettes help people quit smoking","adults","65+",13.1,NA,29.3,26.4,0,NA,0.4,NA,NA
"ind_64","Vaping / e-cigarettes","Agree that e-cigarettes help people quit smoking","adults","Maori",24.3,NA,42.4,50.3,0,NA,0,NA,NA
"ind_64","Vaping / e-cigarettes","Agree that e-cigarettes help people quit smoking","adults","Pacific",25.8,NA,30.2,40.3,0,NA,0.1,NA,NA
"ind_64","Vaping / e-cigarettes","Agree that e-cigarettes help people quit smoking","adults","Asian",27,NA,27.8,30.7,0.5,NA,0.6,NA,NA
"ind_64","Vaping / e-cigarettes","Agree that e-cigarettes help people quit smoking","adults","European/Other",25.3,NA,43.1,45.8,0,NA,0.2,NA,NA
"ind_64","Vaping / e-cigarettes","Agree that e-cigarettes help people quit smoking","adults","Least (1-3)",24.8,NA,41.7,44.4,0,NA,0.5,NA,NA
"ind_64","Vaping / e-cigarettes","Agree that e-cigarettes help people quit smoking","adults","Mid (4-7)",28,NA,38.1,43.9,0,NA,0.1,NA,NA
"ind_64","Vaping / e-cigarettes","Agree that e-cigarettes help people quit smoking","adults","Most (8-10)",21.8,NA,39.7,39.4,0,NA,0.9,NA,NA
"ind_65","Current smoking","Smoked marijuana (cannabis, pot, grass, weed)","adults","Total",NA,8.1,7.1,8.6,NA,0.7,0.2,NA,NA
"ind_65","Current smoking","Smoked marijuana (cannabis, pot, grass, weed)","adults","Men",NA,9.9,9.2,12.2,NA,0.3,0.1,NA,NA
"ind_65","Current smoking","Smoked marijuana (cannabis, pot, grass, weed)","adults","Women",NA,6.4,5.1,5.1,NA,0.4,1,NA,NA
"ind_65","Current smoking","Smoked marijuana (cannabis, pot, grass, weed)","adults","15-24",NA,19.3,12.9,20.6,NA,0.8,0.1,NA,NA
"ind_65","Current smoking","Smoked marijuana (cannabis, pot, grass, weed)","adults","25-44",NA,9.1,9.7,9.1,NA,1,0.8,NA,NA
"ind_65","Current smoking","Smoked marijuana (cannabis, pot, grass, weed)","adults","45-64",NA,5.2,5.1,4.7,NA,0.8,0.8,NA,NA
"ind_65","Current smoking","Smoked marijuana (cannabis, pot, grass, weed)","adults","65+",NA,0.2,0.4,3.1,NA,0,0,NA,NA
"ind_65","Current smoking","Smoked marijuana (cannabis, pot, grass, weed)","adults","Maori",NA,17.8,16.6,16.5,NA,0.7,1,NA,NA
"ind_65","Current smoking","Smoked marijuana (cannabis, pot, grass, weed)","adults","Pacific",NA,9.8,10.7,8,NA,0.6,0.4,NA,NA
"ind_65","Current smoking","Smoked marijuana (cannabis, pot, grass, weed)","adults","Asian",NA,5.4,2.8,1.9,NA,0.5,0.7,NA,NA
"ind_65","Current smoking","Smoked marijuana (cannabis, pot, grass, weed)","adults","European/Other",NA,7.3,7.6,9.7,NA,0.1,0.1,NA,NA
"ind_65","Current smoking","Smoked marijuana (cannabis, pot, grass, weed)","adults","Least (1-3)",NA,6,3.8,6.1,NA,1,0.2,NA,NA
"ind_65","Current smoking","Smoked marijuana (cannabis, pot, grass, weed)","adults","Mid (4-7)",NA,8.3,6.8,9.7,NA,0.6,0.2,NA,NA
"ind_65","Current smoking","Smoked marijuana (cannabis, pot, grass, weed)","adults","Most (8-10)",NA,10.4,11.7,10,NA,0.9,0.4,NA,NA
"ind_66","Alcohol attitudes","Reduce the hours alcohol can be sold in my community","adults","Total",59.8,62.3,57.1,NA,NA,NA,NA,0.1,0
"ind_66","Alcohol attitudes","Reduce the hours alcohol can be sold in my community","adults","Men",55.4,57.5,53.8,NA,NA,NA,NA,0.5,0.2
"ind_66","Alcohol attitudes","Reduce the hours alcohol can be sold in my community","adults","Women",63.9,66.8,60.2,NA,NA,NA,NA,0.1,0
"ind_66","Alcohol attitudes","Reduce the hours alcohol can be sold in my community","adults","18-24",37.4,45,41.8,NA,NA,NA,NA,0.5,0.7
"ind_66","Alcohol attitudes","Reduce the hours alcohol can be sold in my community","adults","25-44",58.9,59.4,56.3,NA,NA,NA,NA,0.4,0.3
"ind_66","Alcohol attitudes","Reduce the hours alcohol can be sold in my community","adults","45-64",64.8,67,59.1,NA,NA,NA,NA,0,0
"ind_66","Alcohol attitudes","Reduce the hours alcohol can be sold in my community","adults","65+",71,74,67.5,NA,NA,NA,NA,0.3,0.1
"ind_66","Alcohol attitudes","Reduce the hours alcohol can be sold in my community","adults","Maori",50.8,60.1,49.5,NA,NA,NA,NA,0.7,0
"ind_66","Alcohol attitudes","Reduce the hours alcohol can be sold in my community","adults","Pacific",66.5,73.1,69.2,NA,NA,NA,NA,0.5,0.5
"ind_66","Alcohol attitudes","Reduce the hours alcohol can be sold in my community","adults","Asian",78.7,67.5,73.3,NA,NA,NA,NA,0.3,0.4
"ind_66","Alcohol attitudes","Reduce the hours alcohol can be sold in my community","adults","European/Other",59,60.5,52.9,NA,NA,NA,NA,0,0
"ind_66","Alcohol attitudes","Reduce the hours alcohol can be sold in my community","adults","Least (1-3)",57.8,59.6,55.8,NA,NA,NA,NA,0.6,0.3
"ind_66","Alcohol attitudes","Reduce the hours alcohol can be sold in my community","adults","Mid (4-7)",62,61.4,56.7,NA,NA,NA,NA,0.1,0.1
"ind_66","Alcohol attitudes","Reduce the hours alcohol can be sold in my community","adults","Most (8-10)",58.3,66.9,59.2,NA,NA,NA,NA,0.8,0
"ind_66","Alcohol attitudes","Reduce the hours alcohol can be sold in my community","adults","Non-drinker",76,75.8,77.8,NA,NA,NA,NA,0.6,0.6
"ind_66","Alcohol attitudes","Reduce the hours alcohol can be sold in my community","adults","Drinker",62.9,64.9,58.4,NA,NA,NA,NA,0.1,0
"ind_66","Alcohol attitudes","Reduce the hours alcohol can be sold in my community","adults","Risky drinker",40.3,44.5,35,NA,NA,NA,NA,0.1,0
"ind_67","Alcohol attitudes","Increase restrictions on advertising/promotion to reduce exposure of under 18s","adults","Total",80,79.4,79.4,NA,NA,NA,NA,0.7,1
"ind_67","Alcohol attitudes","Increase restrictions on advertising/promotion to reduce exposure of under 18s","adults","Men",75.7,74.8,78.4,NA,NA,NA,NA,0.3,0.2
"ind_67","Alcohol attitudes","Increase restrictions on advertising/promotion to reduce exposure of under 18s","adults","Women",84.1,83.7,80.3,NA,NA,NA,NA,0,0.1
"ind_67","Alcohol attitudes","Increase restrictions on advertising/promotion to reduce exposure of under 18s","adults","18-24",66.9,73.3,76,NA,NA,NA,NA,0.1,0.7
"ind_67","Alcohol attitudes","Increase restrictions on advertising/promotion to reduce exposure of under 18s","adults","25-44",81.4,78.2,83.7,NA,NA,NA,NA,0.4,0
"ind_67","Alcohol attitudes","Increase restrictions on advertising/promotion to reduce exposure of under 18s","adults","45-64",82.9,83.9,79.1,NA,NA,NA,NA,0.1,0
"ind_67","Alcohol attitudes","Increase restrictions on advertising/promotion to reduce exposure of under 18s","adults","65+",83,84.4,75.6,NA,NA,NA,NA,0,0
"ind_67","Alcohol attitudes","Increase restrictions on advertising/promotion to reduce exposure of under 18s","adults","Maori",78.6,72.3,74.9,NA,NA,NA,NA,0.3,0.5
"ind_67","Alcohol attitudes","Increase restrictions on advertising/promotion to reduce exposure of under 18s","adults","Pacific",90.9,80.7,86.4,NA,NA,NA,NA,0.1,0.2
"ind_67","Alcohol attitudes","Increase restrictions on advertising/promotion to reduce exposure of under 18s","adults","Asian",88.2,83,88.4,NA,NA,NA,NA,1,0.3
"ind_67","Alcohol attitudes","Increase restrictions on advertising/promotion to reduce exposure of under 18s","adults","European/Other",79,79.1,77,NA,NA,NA,NA,0.3,0.3
"ind_67","Alcohol attitudes","Increase restrictions on advertising/promotion to reduce exposure of under 18s","adults","Least (1-3)",78.4,79,78.9,NA,NA,NA,NA,0.9,1
"ind_67","Alcohol attitudes","Increase restrictions on advertising/promotion to reduce exposure of under 18s","adults","Mid (4-7)",81.3,77.5,78.7,NA,NA,NA,NA,0.3,0.7
"ind_67","Alcohol attitudes","Increase restrictions on advertising/promotion to reduce exposure of under 18s","adults","Most (8-10)",79.8,82.9,81,NA,NA,NA,NA,0.7,0.5
"ind_67","Alcohol attitudes","Increase restrictions on advertising/promotion to reduce exposure of under 18s","adults","Non-drinker",86.8,87.3,87,NA,NA,NA,NA,0.9,0.9
"ind_67","Alcohol attitudes","Increase restrictions on advertising/promotion to reduce exposure of under 18s","adults","Drinker",81.9,81.1,79.7,NA,NA,NA,NA,0.3,0.6
"ind_67","Alcohol attitudes","Increase restrictions on advertising/promotion to reduce exposure of under 18s","adults","Risky drinker",70.9,68.5,71.5,NA,NA,NA,NA,0.9,0.4
"ind_68","Alcohol attitudes","Ban alcohol-related sponsorship of events that people under 18 year olds may attend","adults","Total",74.8,64.8,67.9,NA,NA,NA,NA,0,0.1
"ind_68","Alcohol attitudes","Ban alcohol-related sponsorship of events that people under 18 year olds may attend","adults","Men",67.6,58.8,64.4,NA,NA,NA,NA,0.2,0
"ind_68","Alcohol attitudes","Ban alcohol-related sponsorship of events that people under 18 year olds may attend","adults","Women",81.6,70.4,71.2,NA,NA,NA,NA,0,0.8
"ind_68","Alcohol attitudes","Ban alcohol-related sponsorship of events that people under 18 year olds may attend","adults","18-24",59.8,52.1,62.1,NA,NA,NA,NA,0.7,0.1
"ind_68","Alcohol attitudes","Ban alcohol-related sponsorship of events that people under 18 year olds may attend","adults","25-44",77.5,66.9,70.2,NA,NA,NA,NA,0,0.3
"ind_68","Alcohol attitudes","Ban alcohol-related sponsorship of events that people under 18 year olds may attend","adults","45-64",78.1,69.7,69.1,NA,NA,NA,NA,0,0.9
"ind_68","Alcohol attitudes","Ban alcohol-related sponsorship of events that people under 18 year olds may attend","adults","65+",76.3,67.6,66.4,NA,NA,NA,NA,0,0.7
"ind_68","Alcohol attitudes","Ban alcohol-related sponsorship of events that people under 18 year olds may attend","adults","Maori",71.7,64.9,63.4,NA,NA,NA,NA,0,0.7
"ind_68","Alcohol attitudes","Ban alcohol-related sponsorship of events that people under 18 year olds may attend","adults","Pacific",88.9,71.1,75.3,NA,NA,NA,NA,0,0.5
"ind_68","Alcohol attitudes","Ban alcohol-related sponsorship of events that people under 18 year olds may attend","adults","Asian",88.9,71.1,84.7,NA,NA,NA,NA,0.3,0
"ind_68","Alcohol attitudes","Ban alcohol-related sponsorship of events that people under 18 year olds may attend","adults","European/Other",73.4,62.8,63.5,NA,NA,NA,NA,0,0.7
