"indicator","subtopic","short.description","population","year","comparison","adjusted.rate.ratio","adjusted.rate.ratio.low.CI","adjusted.rate.ratio.high.CI","adjusted.for"
"ind_64","Vaping / e-cigarettes","Agree that e-cigarettes help people quit smoking","adults",2018,"Women: Most deprived vs least deprived",0.92,0.75,1.14,"Age, Ethnicity"
"ind_64","Vaping / e-cigarettes","Agree that e-cigarettes help people quit smoking","adults",2018,"Women: Pacific vs non-Pacific",0.89,0.71,1.12,"Age"
"ind_65","Current smoking","Smoked marijuana (cannabis, pot, grass, weed)","adults",2018,"Asian vs non-Asian",NA,NA,NA,"Age, Sex"
"ind_65","Current smoking","Smoked marijuana (cannabis, pot, grass, weed)","adults",2018,"Maori vs non-Maori",1.83,1.2,2.8,"Age, Sex"
"ind_65","Current smoking","Smoked marijuana (cannabis, pot, grass, weed)","adults",2018,"Men: Asian vs non-Asian",NA,NA,NA,"Age"
"ind_65","Current smoking","Smoked marijuana (cannabis, pot, grass, weed)","adults",2018,"Men: Maori vs non-Maori",1.95,1.14,3.34,"Age"
"ind_65","Current smoking","Smoked marijuana (cannabis, pot, grass, weed)","adults",2018,"Men: Most deprived vs least deprived",1.06,0.57,1.98,"Age, Ethnicity"
"ind_65","Current smoking","Smoked marijuana (cannabis, pot, grass, weed)","adults",2018,"Men: Pacific vs non-Pacific",0.56,0.3,1.06,"Age"
"ind_65","Current smoking","Smoked marijuana (cannabis, pot, grass, weed)","adults",2018,"Most deprived vs least deprived",1.36,0.79,2.32,"Age, Sex, Ethnicity"
"ind_65","Current smoking","Smoked marijuana (cannabis, pot, grass, weed)","adults",2018,"Pacific vs non-Pacific",0.73,0.42,1.26,"Age, Sex"
"ind_65","Current smoking","Smoked marijuana (cannabis, pot, grass, weed)","adults",2018,"Women vs men",0.44,0.28,0.67,"Age"
"ind_65","Current smoking","Smoked marijuana (cannabis, pot, grass, weed)","adults",2018,"Women: Asian vs non-Asian",NA,NA,NA,"Age"
"ind_65","Current smoking","Smoked marijuana (cannabis, pot, grass, weed)","adults",2018,"Women: Maori vs non-Maori",1.59,0.78,3.24,"Age"
"ind_65","Current smoking","Smoked marijuana (cannabis, pot, grass, weed)","adults",2018,"Women: Most deprived vs least deprived",NA,NA,NA,"Age, Ethnicity"
"ind_65","Current smoking","Smoked marijuana (cannabis, pot, grass, weed)","adults",2018,"Women: Pacific vs non-Pacific",1.13,0.46,2.78,"Age"
"ind_66","Alcohol attitudes","Reduce the hours alcohol can be sold in my community","adults",2016,"Asian vs non-Asian",1.42,1.29,1.56,"Age, Sex"
"ind_66","Alcohol attitudes","Reduce the hours alcohol can be sold in my community","adults",2016,"Maori vs non-Maori",0.89,0.79,0.99,"Age, Sex"
"ind_66","Alcohol attitudes","Reduce the hours alcohol can be sold in my community","adults",2016,"Men: Asian vs non-Asian",1.47,1.25,1.71,"Age"
"ind_66","Alcohol attitudes","Reduce the hours alcohol can be sold in my community","adults",2016,"Men: Maori vs non-Maori",0.85,0.69,1.04,"Age"
"ind_66","Alcohol attitudes","Reduce the hours alcohol can be sold in my community","adults",2016,"Men: Most deprived vs least deprived",0.92,0.77,1.11,"Age, Ethnicity"
"ind_66","Alcohol attitudes","Reduce the hours alcohol can be sold in my community","adults",2016,"Men: Pacific vs non-Pacific",1.31,1.11,1.54,"Age"
"ind_66","Alcohol attitudes","Reduce the hours alcohol can be sold in my community","adults",2016,"Most deprived vs least deprived",1.03,0.91,1.16,"Age, Sex, Ethnicity"
"ind_66","Alcohol attitudes","Reduce the hours alcohol can be sold in my community","adults",2016,"Pacific vs non-Pacific",1.31,1.19,1.45,"Age, Sex"
"ind_66","Alcohol attitudes","Reduce the hours alcohol can be sold in my community","adults",2016,"Women vs men",1.11,1.03,1.21,"Age"
"ind_66","Alcohol attitudes","Reduce the hours alcohol can be sold in my community","adults",2016,"Women: Asian vs non-Asian",1.39,1.23,1.57,"Age"
"ind_66","Alcohol attitudes","Reduce the hours alcohol can be sold in my community","adults",2016,"Women: Maori vs non-Maori",0.92,0.8,1.06,"Age"
"ind_66","Alcohol attitudes","Reduce the hours alcohol can be sold in my community","adults",2016,"Women: Most deprived vs least deprived",1.14,0.99,1.31,"Age, Ethnicity"
"ind_66","Alcohol attitudes","Reduce the hours alcohol can be sold in my community","adults",2016,"Women: Pacific vs non-Pacific",1.32,1.17,1.49,"Age"
"ind_67","Alcohol attitudes","Increase restrictions on advertising/promotion to reduce exposure of under 18s","adults",2016,"Asian vs non-Asian",1.13,1.07,1.19,"Age, Sex"
"ind_67","Alcohol attitudes","Increase restrictions on advertising/promotion to reduce exposure of under 18s","adults",2016,"Maori vs non-Maori",0.93,0.88,0.99,"Age, Sex"
"ind_67","Alcohol attitudes","Increase restrictions on advertising/promotion to reduce exposure of under 18s","adults",2016,"Men: Asian vs non-Asian",1.14,1.05,1.24,"Age"
"ind_67","Alcohol attitudes","Increase restrictions on advertising/promotion to reduce exposure of under 18s","adults",2016,"Men: Maori vs non-Maori",0.91,0.82,1.02,"Age"
"ind_67","Alcohol attitudes","Increase restrictions on advertising/promotion to reduce exposure of under 18s","adults",2016,"Men: Most deprived vs least deprived",0.95,0.86,1.04,"Age, Ethnicity"
"ind_67","Alcohol attitudes","Increase restrictions on advertising/promotion to reduce exposure of under 18s","adults",2016,"Men: Pacific vs non-Pacific",1.07,0.98,1.18,"Age"
"ind_67","Alcohol attitudes","Increase restrictions on advertising/promotion to reduce exposure of under 18s","adults",2016,"Most deprived vs least deprived",1.01,0.95,1.08,"Age, Sex, Ethnicity"
"ind_67","Alcohol attitudes","Increase restrictions on advertising/promotion to reduce exposure of under 18s","adults",2016,"Pacific vs non-Pacific",1.09,1.03,1.16,"Age, Sex"
"ind_67","Alcohol attitudes","Increase restrictions on advertising/promotion to reduce exposure of under 18s","adults",2016,"Women vs men",1.02,0.97,1.07,"Age"
"ind_67","Alcohol attitudes","Increase restrictions on advertising/promotion to reduce exposure of under 18s","adults",2016,"Women: Asian vs non-Asian",1.11,1.02,1.21,"Age"
"ind_67","Alcohol attitudes","Increase restrictions on advertising/promotion to reduce exposure of under 18s","adults",2016,"Women: Maori vs non-Maori",0.95,0.88,1.02,"Age"
"ind_67","Alcohol attitudes","Increase restrictions on advertising/promotion to reduce exposure of under 18s","adults",2016,"Women: Most deprived vs least deprived",1.07,0.99,1.17,"Age, Ethnicity"
"ind_67","Alcohol attitudes","Increase restrictions on advertising/promotion to reduce exposure of under 18s","adults",2016,"Women: Pacific vs non-Pacific",1.11,1.04,1.19,"Age"
"ind_68","Alcohol attitudes","Ban alcohol-related sponsorship of events that people under 18 year olds may attend","adults",2016,"Asian vs non-Asian",1.31,1.21,1.41,"Age, Sex"
"ind_68","Alcohol attitudes","Ban alcohol-related sponsorship of events that people under 18 year olds may attend","adults",2016,"Maori vs non-Maori",0.93,0.86,1.01,"Age, Sex"
"ind_68","Alcohol attitudes","Ban alcohol-related sponsorship of events that people under 18 year olds may attend","adults",2016,"Men: Asian vs non-Asian",1.35,1.2,1.53,"Age"
"ind_68","Alcohol attitudes","Ban alcohol-related sponsorship of events that people under 18 year olds may attend","adults",2016,"Men: Maori vs non-Maori",0.85,0.73,0.99,"Age"
"ind_68","Alcohol attitudes","Ban alcohol-related sponsorship of events that people under 18 year olds may attend","adults",2016,"Men: Most deprived vs least deprived",1.04,0.91,1.2,"Age, Ethnicity"
"ind_68","Alcohol attitudes","Ban alcohol-related sponsorship of events that people under 18 year olds may attend","adults",2016,"Men: Pacific vs non-Pacific",1.08,0.94,1.25,"Age"
"ind_68","Alcohol attitudes","Ban alcohol-related sponsorship of events that people under 18 year olds may attend","adults",2016,"Most deprived vs least deprived",1.06,0.97,1.16,"Age, Sex, Ethnicity"
"ind_68","Alcohol attitudes","Ban alcohol-related sponsorship of events that people under 18 year olds may attend","adults",2016,"Pacific vs non-Pacific",1.13,1.03,1.24,"Age, Sex"
"ind_68","Alcohol attitudes","Ban alcohol-related sponsorship of events that people under 18 year olds may attend","adults",2016,"Women vs men",1.1,1.04,1.17,"Age"
"ind_68","Alcohol attitudes","Ban alcohol-related sponsorship of events that people under 18 year olds may attend","adults",2016,"Women: Asian vs non-Asian",1.27,1.17,1.39,"Age"
"ind_68","Alcohol attitudes","Ban alcohol-related sponsorship of events that people under 18 year olds may attend","adults",2016,"Women: Maori vs non-Maori",0.99,0.9,1.08,"Age"
"ind_68","Alcohol attitudes","Ban alcohol-related sponsorship of events that people under 18 year olds may attend","adults",2016,"Women: Most deprived vs least deprived",1.07,0.96,1.18,"Age, Ethnicity"
"ind_68","Alcohol attitudes","Ban alcohol-related sponsorship of events that people under 18 year olds may attend","adults",2016,"Women: Pacific vs non-Pacific",1.17,1.07,1.29,"Age"
"ind_69","Alcohol attitudes","Too many local places to buy alcohol","adults",2016,"Asian vs non-Asian",1.06,0.86,1.32,"Age, Sex"
"ind_69","Alcohol attitudes","Too many local places to buy alcohol","adults",2016,"Maori vs non-Maori",1.38,1.18,1.6,"Age, Sex"
"ind_69","Alcohol attitudes","Too many local places to buy alcohol","adults",2016,"Men: Asian vs non-Asian",1.08,0.77,1.52,"Age"
"ind_69","Alcohol attitudes","Too many local places to buy alcohol","adults",2016,"Men: Maori vs non-Maori",1.53,1.21,1.93,"Age"
"ind_69","Alcohol attitudes","Too many local places to buy alcohol","adults",2016,"Men: Most deprived vs least deprived",1.57,1.17,2.13,"Age, Ethnicity"
"ind_69","Alcohol attitudes","Too many local places to buy alcohol","adults",2016,"Men: Pacific vs non-Pacific",1.18,0.87,1.61,"Age"
"ind_69","Alcohol attitudes","Too many local places to buy alcohol","adults",2016,"Most deprived vs least deprived",1.43,1.18,1.73,"Age, Sex, Ethnicity"
"ind_69","Alcohol attitudes","Too many local places to buy alcohol","adults",2016,"Pacific vs non-Pacific",1.36,1.14,1.63,"Age, Sex"
"ind_69","Alcohol attitudes","Too many local places to buy alcohol","adults",2016,"Women vs men",1.31,1.15,1.49,"Age"
"ind_69","Alcohol attitudes","Too many local places to buy alcohol","adults",2016,"Women: Asian vs non-Asian",1.06,0.82,1.36,"Age"
"ind_69","Alcohol attitudes","Too many local places to buy alcohol","adults",2016,"Women: Maori vs non-Maori",1.28,1.09,1.51,"Age"
"ind_69","Alcohol attitudes","Too many local places to buy alcohol","adults",2016,"Women: Most deprived vs least deprived",1.36,1.08,1.7,"Age, Ethnicity"
"ind_69","Alcohol attitudes","Too many local places to buy alcohol","adults",2016,"Women: Pacific vs non-Pacific",1.52,1.25,1.84,"Age"
"ind_7","Gambling participation frequency","Gaming machines in pub/club - at least weekly","adults",2018,"Asian vs non-Asian",NA,NA,NA,"Age, Sex"
"ind_7","Gambling participation frequency","Gaming machines in pub/club - at least weekly","adults",2018,"Maori vs non-Maori",NA,NA,NA,"Age, Sex"
"ind_7","Gambling participation frequency","Gaming machines in pub/club - at least weekly","adults",2018,"Men: Asian vs non-Asian",NA,NA,NA,"Age"
"ind_7","Gambling participation frequency","Gaming machines in pub/club - at least weekly","adults",2018,"Men: Maori vs non-Maori",NA,NA,NA,"Age"
"ind_7","Gambling participation frequency","Gaming machines in pub/club - at least weekly","adults",2018,"Men: Most deprived vs least deprived",NA,NA,NA,"Age, Ethnicity"
"ind_7","Gambling participation frequency","Gaming machines in pub/club - at least weekly","adults",2018,"Men: Pacific vs non-Pacific",NA,NA,NA,"Age"
"ind_7","Gambling participation frequency","Gaming machines in pub/club - at least weekly","adults",2018,"Most deprived vs least deprived",NA,NA,NA,"Age, Sex, Ethnicity"
"ind_7","Gambling participation frequency","Gaming machines in pub/club - at least weekly","adults",2018,"Pacific vs non-Pacific",NA,NA,NA,"Age, Sex"
"ind_7","Gambling participation frequency","Gaming machines in pub/club - at least weekly","adults",2018,"Women vs men",NA,NA,NA,"Age"
"ind_7","Gambling participation frequency","Gaming machines in pub/club - at least weekly","adults",2018,"Women: Asian vs non-Asian",NA,NA,NA,"Age"
"ind_7","Gambling participation frequency","Gaming machines in pub/club - at least weekly","adults",2018,"Women: Maori vs non-Maori",NA,NA,NA,"Age"
"ind_7","Gambling participation frequency","Gaming machines in pub/club - at least weekly","adults",2018,"Women: Most deprived vs least deprived",NA,NA,NA,"Age, Ethnicity"
"ind_7","Gambling participation frequency","Gaming machines in pub/club - at least weekly","adults",2018,"Women: Pacific vs non-Pacific",NA,NA,NA,"Age"
"ind_70","Alcohol cutting back","Thought about cutting back drinking","adults who have drunk alcohol in the last year",2016,"Asian vs non-Asian",0.28,0.11,0.67,"Age, Sex"
"ind_70","Alcohol cutting back","Thought about cutting back drinking","adults who have drunk alcohol in the last year",2016,"Maori vs non-Maori",1.46,1.21,1.75,"Age, Sex"
"ind_70","Alcohol cutting back","Thought about cutting back drinking","adults who have drunk alcohol in the last year",2016,"Men: Asian vs non-Asian",0.23,0.11,0.45,"Age"
"ind_70","Alcohol cutting back","Thought about cutting back drinking","adults who have drunk alcohol in the last year",2016,"Men: Maori vs non-Maori",1.68,1.3,2.17,"Age"
"ind_70","Alcohol cutting back","Thought about cutting back drinking","adults who have drunk alcohol in the last year",2016,"Men: Most deprived vs least deprived",0.84,0.61,1.17,"Age, Ethnicity"
"ind_70","Alcohol cutting back","Thought about cutting back drinking","adults who have drunk alcohol in the last year",2016,"Men: Pacific vs non-Pacific",1.24,0.82,1.88,"Age"
"ind_70","Alcohol cutting back","Thought about cutting back drinking","adults who have drunk alcohol in the last year",2016,"Most deprived vs least deprived",0.88,0.69,1.14,"Age, Sex, Ethnicity"
"ind_70","Alcohol cutting back","Thought about cutting back drinking","adults who have drunk alcohol in the last year",2016,"Pacific vs non-Pacific",1.06,0.74,1.51,"Age, Sex"
"ind_70","Alcohol cutting back","Thought about cutting back drinking","adults who have drunk alcohol in the last year",2016,"Women vs men",0.92,0.77,1.09,"Age"
"ind_70","Alcohol cutting back","Thought about cutting back drinking","adults who have drunk alcohol in the last year",2016,"Women: Asian vs non-Asian",NA,NA,NA,"Age"
"ind_70","Alcohol cutting back","Thought about cutting back drinking","adults who have drunk alcohol in the last year",2016,"Women: Maori vs non-Maori",1.23,0.95,1.58,"Age"
"ind_70","Alcohol cutting back","Thought about cutting back drinking","adults who have drunk alcohol in the last year",2016,"Women: Most deprived vs least deprived",0.92,0.63,1.32,"Age, Ethnicity"
"ind_70","Alcohol cutting back","Thought about cutting back drinking","adults who have drunk alcohol in the last year",2016,"Women: Pacific vs non-Pacific",0.76,0.34,1.66,"Age"
"ind_71","Alcohol cutting back","Made serious effort to cut back on drinking","adults who have drunk alcohol in the last year",2016,"Asian vs non-Asian",0.33,0.18,0.62,"Age, Sex"
"ind_71","Alcohol cutting back","Made serious effort to cut back on drinking","adults who have drunk alcohol in the last year",2016,"Maori vs non-Maori",1.75,1.4,2.19,"Age, Sex"
"ind_71","Alcohol cutting back","Made serious effort to cut back on drinking","adults who have drunk alcohol in the last year",2016,"Men: Asian vs non-Asian",0.34,0.16,0.73,"Age"
"ind_71","Alcohol cutting back","Made serious effort to cut back on drinking","adults who have drunk alcohol in the last year",2016,"Men: Maori vs non-Maori",1.93,1.41,2.66,"Age"
"ind_71","Alcohol cutting back","Made serious effort to cut back on drinking","adults who have drunk alcohol in the last year",2016,"Men: Most deprived vs least deprived",1.12,0.73,1.72,"Age, Ethnicity"
"ind_71","Alcohol cutting back","Made serious effort to cut back on drinking","adults who have drunk alcohol in the last year",2016,"Men: Pacific vs non-Pacific",1.26,0.84,1.91,"Age"
"ind_71","Alcohol cutting back","Made serious effort to cut back on drinking","adults who have drunk alcohol in the last year",2016,"Most deprived vs least deprived",1.02,0.75,1.39,"Age, Sex, Ethnicity"
"ind_71","Alcohol cutting back","Made serious effort to cut back on drinking","adults who have drunk alcohol in the last year",2016,"Pacific vs non-Pacific",0.98,0.7,1.37,"Age, Sex"
"ind_71","Alcohol cutting back","Made serious effort to cut back on drinking","adults who have drunk alcohol in the last year",2016,"Women vs men",0.88,0.71,1.09,"Age"
"ind_71","Alcohol cutting back","Made serious effort to cut back on drinking","adults who have drunk alcohol in the last year",2016,"Women: Asian vs non-Asian",NA,NA,NA,"Age"
"ind_71","Alcohol cutting back","Made serious effort to cut back on drinking","adults who have drunk alcohol in the last year",2016,"Women: Maori vs non-Maori",1.55,1.13,2.13,"Age"
"ind_71","Alcohol cutting back","Made serious effort to cut back on drinking","adults who have drunk alcohol in the last year",2016,"Women: Most deprived vs least deprived",0.88,0.6,1.31,"Age, Ethnicity"
"ind_71","Alcohol cutting back","Made serious effort to cut back on drinking","adults who have drunk alcohol in the last year",2016,"Women: Pacific vs non-Pacific",0.54,0.31,0.94,"Age"
"ind_72","Alcohol consumption","Drinkers (previous year)","adults",2018,"Asian vs non-Asian",0.66,0.56,0.77,"Age, Sex"
"ind_72","Alcohol consumption","Drinkers (previous year)","adults",2018,"Maori vs non-Maori",1,0.93,1.08,"Age, Sex"
"ind_72","Alcohol consumption","Drinkers (previous year)","adults",2018,"Men: Asian vs non-Asian",0.79,0.66,0.95,"Age"
"ind_72","Alcohol consumption","Drinkers (previous year)","adults",2018,"Men: Maori vs non-Maori",1.02,0.92,1.13,"Age"
"ind_72","Alcohol consumption","Drinkers (previous year)","adults",2018,"Men: Most deprived vs least deprived",0.81,0.7,0.92,"Age, Ethnicity"
"ind_72","Alcohol consumption","Drinkers (previous year)","adults",2018,"Men: Pacific vs non-Pacific",0.86,0.73,1.01,"Age"
"ind_72","Alcohol consumption","Drinkers (previous year)","adults",2018,"Most deprived vs least deprived",0.82,0.75,0.9,"Age, Sex, Ethnicity"
"ind_72","Alcohol consumption","Drinkers (previous year)","adults",2018,"Pacific vs non-Pacific",0.82,0.73,0.92,"Age, Sex"
"ind_72","Alcohol consumption","Drinkers (previous year)","adults",2018,"Women vs men",0.89,0.84,0.94,"Age"
"ind_72","Alcohol consumption","Drinkers (previous year)","adults",2018,"Women: Asian vs non-Asian",0.52,0.39,0.7,"Age"
"ind_72","Alcohol consumption","Drinkers (previous year)","adults",2018,"Women: Maori vs non-Maori",0.98,0.88,1.09,"Age"
"ind_72","Alcohol consumption","Drinkers (previous year)","adults",2018,"Women: Most deprived vs least deprived",0.84,0.74,0.95,"Age, Ethnicity"
"ind_72","Alcohol consumption","Drinkers (previous year)","adults",2018,"Women: Pacific vs non-Pacific",0.77,0.66,0.9,"Age"
"ind_73","Alcohol consumption","Non-drinkers","adults",2018,"Asian vs non-Asian",2.59,2.08,3.21,"Age, Sex"
"ind_73","Alcohol consumption","Non-drinkers","adults",2018,"Maori vs non-Maori",1,0.77,1.31,"Age, Sex"
"ind_73","Alcohol consumption","Non-drinkers","adults",2018,"Men: Asian vs non-Asian",2.16,1.4,3.33,"Age"
"ind_73","Alcohol consumption","Non-drinkers","adults",2018,"Men: Maori vs non-Maori",0.92,0.56,1.51,"Age"
"ind_73","Alcohol consumption","Non-drinkers","adults",2018,"Men: Most deprived vs least deprived",2.42,1.3,4.5,"Age, Ethnicity"
"ind_73","Alcohol consumption","Non-drinkers","adults",2018,"Men: Pacific vs non-Pacific",1.67,1.07,2.61,"Age"
"ind_73","Alcohol consumption","Non-drinkers","adults",2018,"Most deprived vs least deprived",1.86,1.37,2.54,"Age, Sex, Ethnicity"
"ind_73","Alcohol consumption","Non-drinkers","adults",2018,"Pacific vs non-Pacific",1.67,1.31,2.13,"Age, Sex"
"ind_73","Alcohol consumption","Non-drinkers","adults",2018,"Women vs men",1.49,1.2,1.85,"Age"
"ind_73","Alcohol consumption","Non-drinkers","adults",2018,"Women: Asian vs non-Asian",2.88,2.27,3.67,"Age"
"ind_73","Alcohol consumption","Non-drinkers","adults",2018,"Women: Maori vs non-Maori",1.05,0.8,1.38,"Age"
"ind_73","Alcohol consumption","Non-drinkers","adults",2018,"Women: Most deprived vs least deprived",1.55,1.13,2.11,"Age, Ethnicity"
"ind_73","Alcohol consumption","Non-drinkers","adults",2018,"Women: Pacific vs non-Pacific",1.67,1.3,2.15,"Age"
"ind_74","Alcohol consumption","Drinkers - non-risky (previous 4 weeks)","adults",2016,"Asian vs non-Asian",0.87,0.75,1,"Age, Sex"
"ind_74","Alcohol consumption","Drinkers - non-risky (previous 4 weeks)","adults",2016,"Maori vs non-Maori",0.68,0.59,0.79,"Age, Sex"
"ind_74","Alcohol consumption","Drinkers - non-risky (previous 4 weeks)","adults",2016,"Men: Asian vs non-Asian",1.09,0.89,1.33,"Age"
"ind_74","Alcohol consumption","Drinkers - non-risky (previous 4 weeks)","adults",2016,"Men: Maori vs non-Maori",0.63,0.48,0.82,"Age"
"ind_74","Alcohol consumption","Drinkers - non-risky (previous 4 weeks)","adults",2016,"Men: Most deprived vs least deprived",0.74,0.61,0.9,"Age, Ethnicity"
"ind_74","Alcohol consumption","Drinkers - non-risky (previous 4 weeks)","adults",2016,"Men: Pacific vs non-Pacific",0.48,0.34,0.69,"Age"
"ind_74","Alcohol consumption","Drinkers - non-risky (previous 4 weeks)","adults",2016,"Most deprived vs least deprived",0.78,0.68,0.88,"Age, Sex, Ethnicity"
"ind_74","Alcohol consumption","Drinkers - non-risky (previous 4 weeks)","adults",2016,"Pacific vs non-Pacific",0.53,0.43,0.66,"Age, Sex"
"ind_74","Alcohol consumption","Drinkers - non-risky (previous 4 weeks)","adults",2016,"Women vs men",1.02,0.93,1.11,"Age"
"ind_74","Alcohol consumption","Drinkers - non-risky (previous 4 weeks)","adults",2016,"Women: Asian vs non-Asian",0.66,0.52,0.85,"Age"
"ind_74","Alcohol consumption","Drinkers - non-risky (previous 4 weeks)","adults",2016,"Women: Maori vs non-Maori",0.74,0.62,0.87,"Age"
"ind_74","Alcohol consumption","Drinkers - non-risky (previous 4 weeks)","adults",2016,"Women: Most deprived vs least deprived",0.82,0.7,0.95,"Age, Ethnicity"
"ind_74","Alcohol consumption","Drinkers - non-risky (previous 4 weeks)","adults",2016,"Women: Pacific vs non-Pacific",0.58,0.45,0.75,"Age"
"ind_75","Alcohol consumption","Drinkers - risky (previous 4 weeks)","adults",2016,"Asian vs non-Asian",0.27,0.17,0.42,"Age, Sex"
"ind_75","Alcohol consumption","Drinkers - risky (previous 4 weeks)","adults",2016,"Maori vs non-Maori",1.72,1.5,1.99,"Age, Sex"
"ind_75","Alcohol consumption","Drinkers - risky (previous 4 weeks)","adults",2016,"Men: Asian vs non-Asian",0.25,0.13,0.47,"Age"
"ind_75","Alcohol consumption","Drinkers - risky (previous 4 weeks)","adults",2016,"Men: Maori vs non-Maori",1.55,1.27,1.89,"Age"
"ind_75","Alcohol consumption","Drinkers - risky (previous 4 weeks)","adults",2016,"Men: Most deprived vs least deprived",1.2,0.94,1.53,"Age, Ethnicity"
"ind_75","Alcohol consumption","Drinkers - risky (previous 4 weeks)","adults",2016,"Men: Pacific vs non-Pacific",1.17,0.88,1.54,"Age"
"ind_75","Alcohol consumption","Drinkers - risky (previous 4 weeks)","adults",2016,"Most deprived vs least deprived",1.13,0.91,1.4,"Age, Sex, Ethnicity"
"ind_75","Alcohol consumption","Drinkers - risky (previous 4 weeks)","adults",2016,"Pacific vs non-Pacific",1.01,0.8,1.26,"Age, Sex"
"ind_75","Alcohol consumption","Drinkers - risky (previous 4 weeks)","adults",2016,"Women vs men",0.65,0.56,0.75,"Age"
"ind_75","Alcohol consumption","Drinkers - risky (previous 4 weeks)","adults",2016,"Women: Asian vs non-Asian",0.3,0.14,0.6,"Age"
"ind_75","Alcohol consumption","Drinkers - risky (previous 4 weeks)","adults",2016,"Women: Maori vs non-Maori",1.97,1.57,2.47,"Age"
"ind_75","Alcohol consumption","Drinkers - risky (previous 4 weeks)","adults",2016,"Women: Most deprived vs least deprived",0.99,0.72,1.37,"Age, Ethnicity"
"ind_75","Alcohol consumption","Drinkers - risky (previous 4 weeks)","adults",2016,"Women: Pacific vs non-Pacific",0.79,0.53,1.19,"Age"
"ind_76","Sunburn","Sunburnt last summer - badly","adults",2018,"Asian vs non-Asian",0.43,0.23,0.81,"Age, Sex"
"ind_76","Sunburn","Sunburnt last summer - badly","adults",2018,"Maori vs non-Maori",1.05,0.66,1.67,"Age, Sex"
"ind_76","Sunburn","Sunburnt last summer - badly","adults",2018,"Men: Asian vs non-Asian",0.54,0.22,1.33,"Age"
"ind_76","Sunburn","Sunburnt last summer - badly","adults",2018,"Men: Maori vs non-Maori",1.09,0.56,2.13,"Age"
"ind_76","Sunburn","Sunburnt last summer - badly","adults",2018,"Men: Most deprived vs least deprived",0.68,0.33,1.38,"Age, Ethnicity"
"ind_76","Sunburn","Sunburnt last summer - badly","adults",2018,"Men: Pacific vs non-Pacific",0.73,0.35,1.51,"Age"
"ind_76","Sunburn","Sunburnt last summer - badly","adults",2018,"Most deprived vs least deprived",0.73,0.43,1.25,"Age, Sex, Ethnicity"
"ind_76","Sunburn","Sunburnt last summer - badly","adults",2018,"Pacific vs non-Pacific",0.61,0.35,1.06,"Age, Sex"
"ind_76","Sunburn","Sunburnt last summer - badly","adults",2018,"Women vs men",0.73,0.52,1.03,"Age"
"ind_76","Sunburn","Sunburnt last summer - badly","adults",2018,"Women: Asian vs non-Asian",0.3,0.11,0.84,"Age"
"ind_76","Sunburn","Sunburnt last summer - badly","adults",2018,"Women: Maori vs non-Maori",1,0.6,1.65,"Age"
"ind_76","Sunburn","Sunburnt last summer - badly","adults",2018,"Women: Most deprived vs least deprived",0.84,0.42,1.69,"Age, Ethnicity"
"ind_76","Sunburn","Sunburnt last summer - badly","adults",2018,"Women: Pacific vs non-Pacific",0.45,0.24,0.83,"Age"
"ind_77","Sunburn","Sunburnt last summer - mild","adults",2018,"Asian vs non-Asian",0.38,0.25,0.58,"Age, Sex"
"ind_77","Sunburn","Sunburnt last summer - mild","adults",2018,"Maori vs non-Maori",1.08,0.92,1.26,"Age, Sex"
"ind_77","Sunburn","Sunburnt last summer - mild","adults",2018,"Men: Asian vs non-Asian",0.44,0.28,0.68,"Age"
"ind_77","Sunburn","Sunburnt last summer - mild","adults",2018,"Men: Maori vs non-Maori",1.13,0.88,1.44,"Age"
"ind_77","Sunburn","Sunburnt last summer - mild","adults",2018,"Men: Most deprived vs least deprived",0.81,0.59,1.11,"Age, Ethnicity"
"ind_77","Sunburn","Sunburnt last summer - mild","adults",2018,"Men: Pacific vs non-Pacific",0.35,0.21,0.57,"Age"
"ind_77","Sunburn","Sunburnt last summer - mild","adults",2018,"Most deprived vs least deprived",0.91,0.74,1.14,"Age, Sex, Ethnicity"
"ind_77","Sunburn","Sunburnt last summer - mild","adults",2018,"Pacific vs non-Pacific",0.48,0.36,0.64,"Age, Sex"
"ind_77","Sunburn","Sunburnt last summer - mild","adults",2018,"Women vs men",0.93,0.82,1.06,"Age"
"ind_77","Sunburn","Sunburnt last summer - mild","adults",2018,"Women: Asian vs non-Asian",0.33,0.16,0.7,"Age"
"ind_77","Sunburn","Sunburnt last summer - mild","adults",2018,"Women: Maori vs non-Maori",1.03,0.85,1.23,"Age"
"ind_77","Sunburn","Sunburnt last summer - mild","adults",2018,"Women: Most deprived vs least deprived",1.02,0.8,1.31,"Age, Ethnicity"
"ind_77","Sunburn","Sunburnt last summer - mild","adults",2018,"Women: Pacific vs non-Pacific",0.62,0.45,0.87,"Age"
"ind_78","Sun protective behaviours (and skin checks)","Wear sunscreen","adults",2016,"Asian vs non-Asian",0.93,0.84,1.02,"Age, Sex"
"ind_78","Sun protective behaviours (and skin checks)","Wear sunscreen","adults",2016,"Maori vs non-Maori",0.86,0.81,0.92,"Age, Sex"
"ind_78","Sun protective behaviours (and skin checks)","Wear sunscreen","adults",2016,"Men: Asian vs non-Asian",0.95,0.82,1.1,"Age"
"ind_78","Sun protective behaviours (and skin checks)","Wear sunscreen","adults",2016,"Men: Maori vs non-Maori",0.87,0.78,0.97,"Age"
